,0,1
FUT ~ PRES PROG,0.09,11.18
IMPV ~ MOD lest,inf,0.0
HAB used to,inf,0.0
PAST PERF ~ PRES,inf,0.0
MOD can ~ PAST,inf,0.0
FUT ~ MOD is to,inf,0.0
?VB ~ PAST,inf,0.0
PRES PERF ~ TO INF,inf,0.0
MOD could ~ MOD should,inf,0.0
?VB,inf,0.0
PAST PROG,inf,0.0
MOD shall ~ PRES PERF,0.06,16.78
MOD can ~ MOD might,inf,0.0
MOD could ~ MOD must,inf,0.0
FUT PROG ~ PRES,inf,0.0
MOD lest ~ MOD would,inf,0.0
FUT ~ MOD that be,inf,0.0
MOD need not ~ MOD shall,inf,0.0
MOD may ~ PRES PERF,inf,0.0
MOD may ~ PAST,inf,0.0
MOD may ~ MOD might,inf,0.0
PRES PART ~ PRES PERF,inf,0.0
MOD is to ~ PRES PART,inf,0.0
MOD let ~ PRES PERF,inf,0.0
MOD let ~ MOD would,inf,0.0
IMPV ~ MOD is to,inf,0.0
MOD would ~ PRES PART,inf,0.0
?VB ~ MOD must,inf,0.0
?VB ~ MOD shall,inf,0.0
??VB ~ MOD let,inf,0.0
MOD must ~ MOD should,inf,0.0
MOD is to ~ PRES,inf,0.0
MOD can ~ MOD must,inf,0.0
MOD should ~ PRES PERF,inf,0.0
MOD that be,inf,0.0
MOD let ~ MOD that be,inf,0.0
PAST PROG ~ PRES,inf,0.0
MOD lest ~ MOD should,inf,0.0
MOD lest ~ MOD shall,0.03,33.56
MOD is to ~ TO INF,inf,0.0
MOD need not ~ PRES,inf,0.0
MOD could ~ TO INF,inf,0.0
PRES PROG,inf,0.0
PRES ~ PRES do,inf,0.0
FUT PERF,inf,0.0
FUT ~ MOD,inf,0.0
MOD quest must,inf,0.0
MOD quest must ~ MOD shall,inf,0.0
PRES ~ PRES shall,inf,0.0
MOD should ~ PRES PART,inf,0.0
?VB ~ IMPV,inf,0.0
?VB ~ MOD lest,inf,0.0
MOD that be ~ TO INF,inf,0.0
MOD was to ~ PRES,inf,0.0
MOD would ~ PAST PERF,inf,0.0
MOD ~ PRES,0.0,inf
MOD would ~ PAST PROG,inf,0.0
FUT PERF ~ PRES,inf,0.0
FUT ~ FUT PROG,inf,0.0
PRES ~ PRES can,inf,0.0
PRES PERF ~ PRES PROG,inf,0.0
MOD must ~ TO INF,inf,0.0
FUT going-to ~ MOD is to,inf,0.0
PAST PROG ~ PRES PART,inf,0.0
FUT PROG ~ MOD shall,inf,0.0
PRES PART ~ PRES PROG,inf,0.0
FUT going-to ~ MOD lest,inf,0.0
MOD can ~ MOD lest,inf,0.0
MOD must ~ PRES shall,inf,0.0
MOD lest ~ MOD let,inf,0.0
MOD could ~ MOD shall,inf,0.0
MOD VB ~ TO INF,inf,0.0
MOD could ~ PAST PERF,inf,0.0
MOD VB ~ MOD shall,inf,0.0
MOD could ~ PRES PERF,inf,0.0
MOD VB ~ MOD can,inf,0.0
JJ ~ PRES,inf,0.0
IMPV ~ PRES PERF,inf,0.0
MOD is to ~ MOD lest,inf,0.0
MOD is to ~ MOD should,inf,0.0
MOD is to ~ PRES PROG,inf,0.0
IMPV ~ MOD need not,inf,0.0
MOD lest ~ MOD must,inf,0.0
MOD must ~ PRES PROG,inf,0.0
MOD let ~ MOD might,inf,0.0
IMPV ~ MOD,inf,0.0
MOD let ~ VB,inf,0.0
HAB used to ~ PRES PERF,inf,0.0
HAB used to ~ PRES,inf,0.0
MOD may ~ MOD should,inf,0.0
HAB used to ~ MOD would,inf,0.0
MOD may ~ MOD would,inf,0.0
MOD might ~ PRES PERF,inf,0.0
FUT ~ PRES shall,inf,0.0
MOD must ~ MOD quest must,inf,0.0
MOD must ~ PRES PART,inf,0.0
MOD lest ~ MOD that be,inf,0.0
