clause_rela,Main,Main,Main,SubAdv,Main,SubMod,SubAdv,SubArg,SubAdv,SubMod,SubAdv,SubArg,SubMod
MOD can ~ MOD may,12,10,0,6,18,3,1,0,0,0,0,0,0
PRES PART,16,15,7,5,1,2,1,1,0,1,0,0,0
PRES ~ TO INF,3,4,5,7,6,9,5,4,1,1,0,0,0
MOD should ~ PRES,18,8,1,10,3,1,3,1,0,0,0,0,0
MOD can ~ MOD shall,28,10,0,3,2,1,0,0,0,0,0,0,0
FUT ~ MOD would,21,7,3,6,2,1,1,0,1,0,0,0,0
MOD must,19,7,4,5,2,1,0,0,0,0,0,0,0
MOD shall ~ TO INF,14,10,2,2,4,2,1,3,0,0,0,0,0
MOD could,12,7,0,2,0,12,1,2,0,0,2,0,0
PAST ~ PRES PERF,9,3,11,3,3,2,1,0,1,0,0,0,0
MOD may ~ TO INF,1,1,0,5,25,0,0,1,0,0,0,0,0
MOD shall ~ MOD should,16,5,0,4,0,2,0,4,0,0,0,0,0
IMPV ~ MOD may,11,8,4,2,5,0,0,0,0,0,0,0,0
FUT ~ TO INF,8,5,5,1,4,0,4,2,0,0,0,0,0
MOD would ~ PAST,3,14,8,2,0,2,0,0,0,0,0,0,0
MOD would ~ PRES,10,3,2,2,1,1,0,4,0,0,0,0,0
FUT ~ IMPV,3,6,8,3,3,0,0,0,0,0,0,0,0
MOD let ~ PRES,6,3,10,0,3,0,0,0,0,0,0,0,0
PAST ~ PRES PART,6,6,1,3,3,1,1,0,0,0,0,0,0
FUT ~ MOD let,4,3,8,2,4,0,0,0,0,0,0,0,0
MOD shall ~ PRES PART,10,4,2,0,1,1,1,1,0,0,0,0,0
MOD should ~ TO INF,2,0,0,6,1,2,2,6,0,0,0,0,0
MOD must ~ PRES,6,5,0,3,0,2,0,2,0,0,0,0,0
FUT ~ PRES PART,6,3,4,3,1,0,0,0,0,0,0,0,0
MOD let ~ TO INF,0,1,3,0,13,0,0,0,0,0,0,0,0
MOD lest ~ MOD may,0,4,0,11,0,0,1,0,0,0,0,0,0
PRES ~ PRES PROG,4,2,2,4,0,2,1,1,0,0,0,0,0
MOD let ~ MOD shall,6,2,6,0,1,0,0,0,0,0,0,0,0
FUT ~ PAST,5,7,1,0,2,0,0,0,0,0,0,0,0
IMPV ~ MOD must,9,2,2,1,0,0,0,0,0,0,0,0,0
MOD lest ~ PRES,0,3,0,10,0,0,1,0,0,0,0,0,0
MOD shall ~ PAST,6,4,1,3,0,0,0,0,0,0,0,0,0
MOD should ~ MOD would,5,1,2,0,1,1,3,0,0,0,1,0,0
PAST ~ TO INF,4,2,2,1,1,1,0,2,0,0,0,0,0
FUT ~ MOD should,6,3,0,1,0,1,0,1,0,0,0,0,0
HAB used to ~ PAST,6,3,0,0,0,3,0,0,0,0,0,0,0
MOD might,3,0,0,5,0,0,1,0,0,1,0,1,0
MOD may ~ MOD must,5,4,1,0,1,0,0,0,0,0,0,0,0
IMPV ~ MOD can,2,9,0,0,0,0,0,0,0,0,0,0,0
MOD is to,5,0,0,1,0,2,0,2,0,0,0,0,0
PAST ~ PAST PERF,3,3,1,1,0,0,0,2,0,0,0,0,0
MOD let ~ MOD must,1,4,3,0,1,0,0,0,0,0,0,0,0
MOD was to ~ PAST,5,0,0,1,1,2,0,0,0,0,0,0,0
MOD is to ~ MOD let,5,2,1,0,1,0,0,0,0,0,0,0,0
MOD can ~ MOD should,2,0,0,5,0,0,0,1,0,0,0,0,0
MOD let ~ PAST,1,1,5,0,1,0,0,0,0,0,0,0,0
MOD let ~ MOD should,6,0,1,0,1,0,0,0,0,0,0,0,0
MOD can ~ MOD could,0,2,0,2,0,2,1,0,1,0,0,0,0
IMPV ~ PAST,2,4,0,0,1,0,0,0,0,0,0,0,0
MOD could ~ MOD would,3,1,1,1,0,0,1,0,0,0,0,0,0
IMPV ~ MOD should,4,3,0,0,0,0,0,0,0,0,0,0,0
FUT ~ MOD must,3,3,1,0,0,0,0,0,0,0,0,0,0
MOD lest,0,0,0,5,2,0,0,0,0,0,0,0,0
MOD should ~ MOD was to,1,0,1,1,0,3,0,1,0,0,0,0,0
PAST PERF,0,3,1,0,0,2,1,0,0,0,0,0,0
IMPV ~ PRES PART,3,4,0,0,0,0,0,0,0,0,0,0,0
MOD might ~ MOD would,1,2,0,2,1,0,0,0,0,0,1,0,0
IMPV ~ TO INF,2,5,0,0,0,0,0,0,0,0,0,0,0
FUT ~ FUT going-to,4,0,0,1,1,0,0,0,0,0,0,0,0
PRES PART ~ TO INF,0,3,1,0,0,2,0,0,0,0,0,0,0
MOD lest ~ MOD might,2,0,0,4,0,0,0,0,0,0,0,0,0
MOD could ~ PAST,2,3,0,1,0,0,0,0,0,0,0,0,0
FUT ~ PRES PERF,1,0,2,3,0,0,0,0,0,0,0,0,0
MOD can ~ TO INF,3,2,0,0,1,0,0,0,0,0,0,0,0
MOD is to ~ MOD may,2,1,0,1,0,2,0,0,0,0,0,0,0
MOD may ~ PRES PART,0,2,0,1,2,0,1,0,0,0,0,0,0
MOD could ~ MOD might,1,1,1,1,1,0,1,0,0,0,0,0,0
FUT going-to ~ MOD shall,4,0,0,1,1,0,0,0,0,0,0,0,0
MOD shall ~ MOD would,4,1,0,1,0,0,0,0,0,0,0,0,0
?VB ~ MOD let,6,0,0,0,0,0,0,0,0,0,0,0,0
PAST ~ PAST PROG,2,3,0,1,0,0,0,0,0,0,0,0,0
MOD can ~ PRES PART,1,3,0,1,0,0,0,0,0,0,0,0,0
MOD VB ~ MOD may,0,2,1,2,0,0,0,0,0,0,0,0,0
MOD is to ~ MOD must,1,0,1,0,0,2,0,1,0,0,0,0,0
MOD might ~ TO INF,1,0,0,2,1,0,1,0,0,0,0,0,0
MOD can ~ MOD let,2,2,1,0,0,0,0,0,0,0,0,0,0
MOD lest ~ TO INF,0,0,0,5,0,0,0,0,0,0,0,0,0
MOD would ~ TO INF,1,1,0,0,0,1,0,2,0,0,0,0,0
MOD let ~ PRES PART,2,3,0,0,0,0,0,0,0,0,0,0,0
MOD might ~ PAST,0,0,1,1,3,0,0,0,0,0,0,0,0
MOD was to,1,3,0,0,0,1,0,0,0,0,0,0,0
MOD might ~ MOD should,2,1,1,0,0,0,0,1,0,0,0,0,0
MOD should ~ PAST,1,0,0,3,0,0,0,0,0,0,0,0,0
MOD VB ~ PRES,0,0,0,3,0,0,1,0,0,0,0,0,0
FUT ~ PRES PROG,1,0,1,1,1,0,0,0,0,0,0,0,0
IMPV ~ MOD lest,0,2,0,2,0,0,0,0,0,0,0,0,0
HAB used to,1,2,0,0,0,0,0,1,0,0,0,0,0
PAST PERF ~ PRES,1,0,1,0,1,1,0,0,0,0,0,0,0
MOD can ~ PAST,2,2,0,0,0,0,0,0,0,0,0,0,0
FUT ~ MOD is to,1,0,0,0,0,1,0,2,0,0,0,0,0
?VB ~ PAST,2,2,0,0,0,0,0,0,0,0,0,0,0
PRES PERF ~ TO INF,0,1,0,0,3,0,0,0,0,0,0,0,0
MOD could ~ MOD should,0,0,0,3,0,0,0,0,0,0,0,0,0
?VB,3,0,0,0,0,0,0,0,0,0,0,0,0
PAST PROG,0,1,0,0,0,1,0,0,0,0,0,0,1
MOD shall ~ PRES PERF,1,2,0,0,0,0,0,0,0,0,0,0,0
MOD can ~ MOD might,0,1,0,0,0,0,0,2,0,0,0,0,0
MOD could ~ MOD must,3,0,0,0,0,0,0,0,0,0,0,0,0
FUT PROG ~ PRES,0,1,0,2,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD would,0,1,0,1,0,0,1,0,0,0,0,0,0
FUT ~ MOD that be,0,3,0,0,0,0,0,0,0,0,0,0,0
MOD need not ~ MOD shall,1,2,0,0,0,0,0,0,0,0,0,0,0
MOD may ~ PRES PERF,0,0,1,1,0,1,0,0,0,0,0,0,0
MOD may ~ PAST,1,0,0,0,1,1,0,0,0,0,0,0,0
MOD may ~ MOD might,1,0,0,1,0,0,1,0,0,0,0,0,0
PRES PART ~ PRES PERF,2,1,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ PRES PART,0,0,2,0,0,1,0,0,0,0,0,0,0
MOD let ~ PRES PERF,0,0,2,0,0,0,1,0,0,0,0,0,0
MOD let ~ MOD would,0,1,2,0,0,0,0,0,0,0,0,0,0
IMPV ~ MOD is to,2,0,1,0,0,0,0,0,0,0,0,0,0
MOD would ~ PRES PART,1,0,0,1,0,0,0,0,1,0,0,0,0
?VB ~ MOD must,1,1,0,0,0,0,0,0,0,0,0,0,0
?VB ~ MOD shall,1,1,0,0,0,0,0,0,0,0,0,0,0
??VB ~ MOD let,0,2,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ MOD should,0,1,0,0,1,0,0,0,0,0,0,0,0
MOD is to ~ PRES,0,0,0,0,1,1,0,0,0,0,0,0,0
MOD can ~ MOD must,0,0,1,0,0,1,0,0,0,0,0,0,0
MOD should ~ PRES PERF,0,0,0,0,1,0,0,1,0,0,0,0,0
MOD that be,0,1,0,0,1,0,0,0,0,0,0,0,0
MOD let ~ MOD that be,1,1,0,0,0,0,0,0,0,0,0,0,0
PAST PROG ~ PRES,0,0,0,1,0,0,1,0,0,0,0,0,0
MOD lest ~ MOD should,0,0,0,2,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD shall,0,1,0,1,0,0,0,0,0,0,0,0,0
MOD is to ~ TO INF,0,0,0,0,0,0,0,1,0,1,0,0,0
MOD need not ~ PRES,1,0,0,0,0,0,0,0,0,1,0,0,0
MOD could ~ TO INF,0,2,0,0,0,0,0,0,0,0,0,0,0
PRES PROG,0,1,0,0,0,1,0,0,0,0,0,0,0
PRES ~ PRES do,0,1,0,0,0,0,1,0,0,0,0,0,0
FUT PERF,0,1,0,0,0,0,0,0,0,0,0,0,0
FUT ~ MOD,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD quest must,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD quest must ~ MOD shall,1,0,0,0,0,0,0,0,0,0,0,0,0
PRES ~ PRES shall,0,0,0,0,0,1,0,0,0,0,0,0,0
MOD should ~ PRES PART,0,0,0,0,1,0,0,0,0,0,0,0,0
?VB ~ IMPV,0,1,0,0,0,0,0,0,0,0,0,0,0
?VB ~ MOD lest,0,0,0,0,0,0,1,0,0,0,0,0,0
MOD that be ~ TO INF,0,0,0,1,0,0,0,0,0,0,0,0,0
MOD was to ~ PRES,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD would ~ PAST PERF,0,0,1,0,0,0,0,0,0,0,0,0,0
MOD ~ PRES,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD would ~ PAST PROG,0,0,0,0,0,0,0,1,0,0,0,0,0
FUT PERF ~ PRES,0,0,0,1,0,0,0,0,0,0,0,0,0
FUT ~ FUT PROG,0,1,0,0,0,0,0,0,0,0,0,0,0
PRES ~ PRES can,0,0,0,1,0,0,0,0,0,0,0,0,0
PRES PERF ~ PRES PROG,0,0,0,1,0,0,0,0,0,0,0,0,0
MOD must ~ TO INF,0,0,0,0,0,0,0,0,0,1,0,0,0
FUT going-to ~ MOD is to,0,0,0,0,0,0,0,1,0,0,0,0,0
PAST PROG ~ PRES PART,0,1,0,0,0,0,0,0,0,0,0,0,0
FUT PROG ~ MOD shall,0,0,1,0,0,0,0,0,0,0,0,0,0
PRES PART ~ PRES PROG,0,0,0,1,0,0,0,0,0,0,0,0,0
FUT going-to ~ MOD lest,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD can ~ MOD lest,0,0,0,1,0,0,0,0,0,0,0,0,0
MOD must ~ PRES shall,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD let,0,0,0,0,0,0,1,0,0,0,0,0,0
MOD could ~ MOD shall,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD VB ~ TO INF,0,0,0,0,0,0,0,1,0,0,0,0,0
MOD could ~ PAST PERF,0,0,0,0,0,0,0,1,0,0,0,0,0
MOD VB ~ MOD shall,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD could ~ PRES PERF,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD VB ~ MOD can,1,0,0,0,0,0,0,0,0,0,0,0,0
JJ ~ PRES,0,0,0,0,1,0,0,0,0,0,0,0,0
IMPV ~ PRES PERF,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ MOD lest,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ MOD should,0,0,0,1,0,0,0,0,0,0,0,0,0
MOD is to ~ PRES PROG,0,0,0,0,0,1,0,0,0,0,0,0,0
IMPV ~ MOD need not,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD must,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ PRES PROG,0,0,0,0,1,0,0,0,0,0,0,0,0
MOD let ~ MOD might,0,0,0,0,1,0,0,0,0,0,0,0,0
IMPV ~ MOD,0,0,0,0,1,0,0,0,0,0,0,0,0
MOD let ~ VB,0,0,0,0,1,0,0,0,0,0,0,0,0
HAB used to ~ PRES PERF,0,0,0,0,0,0,0,0,0,1,0,0,0
HAB used to ~ PRES,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD may ~ MOD should,0,0,0,0,0,1,0,0,0,0,0,0,0
HAB used to ~ MOD would,0,0,0,0,0,0,0,1,0,0,0,0,0
MOD may ~ MOD would,1,0,0,0,0,0,0,0,0,0,0,0,0
MOD might ~ PRES PERF,0,0,0,0,1,0,0,0,0,0,0,0,0
FUT ~ PRES shall,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ MOD quest must,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ PRES PART,0,1,0,0,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD that be,0,0,0,1,0,0,0,0,0,0,0,0,0
