eng_TAMsimp,qal,hif,piel,nif,hit,hof,pual,hsht,tif,poel,poal,htpo
MOD should ~ PRES,23,9,6,4,3,0,0,0,0,0,0,0
PRES ~ TO INF,20,10,6,8,1,0,0,0,0,0,0,0
MOD could,24,8,1,7,1,0,0,0,0,0,0,0
MOD must,28,6,5,1,0,0,0,0,0,0,0,0
MOD shall ~ TO INF,25,1,5,7,0,0,0,0,0,0,0,0
PAST ~ PRES PERF,20,9,3,1,1,0,0,0,0,0,0,0
IMPV ~ MOD may,24,6,3,1,0,0,0,0,0,0,0,0
FUT ~ MOD let,14,9,9,2,0,0,0,0,0,0,0,0
FUT ~ TO INF,17,9,4,1,0,0,0,0,0,0,0,0
MOD shall ~ MOD should,15,4,2,3,3,3,1,0,0,0,0,0
MOD let ~ PRES,18,5,2,4,0,0,0,0,0,0,0,0
MOD would ~ PAST,21,3,2,2,0,0,0,1,0,0,0,0
FUT ~ IMPV,14,6,1,2,1,0,0,0,0,0,0,0
MOD would ~ PRES,11,8,2,0,3,0,0,0,0,0,0,0
MOD let ~ TO INF,10,7,4,1,0,0,0,0,0,0,0,0
PAST ~ PRES PART,9,1,6,4,1,0,0,0,0,0,0,0
MOD shall ~ PRES PART,17,2,2,0,0,0,0,0,0,0,0,0
MOD must ~ PRES,11,0,3,1,3,1,0,0,0,0,0,0
MOD should ~ TO INF,15,1,2,1,0,0,0,0,0,0,0,0
FUT ~ PRES PART,14,4,0,0,1,0,0,0,0,0,0,0
FUT ~ PAST,4,9,2,1,1,0,0,0,0,0,0,0
MOD let ~ MOD shall,9,2,1,5,0,0,0,0,0,0,0,0
MOD lest ~ MOD may,13,0,1,1,1,0,0,0,0,0,0,0
PRES ~ PRES PROG,7,1,3,5,0,0,0,0,0,0,0,0
MOD let ~ MOD must,9,0,1,1,2,1,0,0,0,0,0,0
IMPV ~ MOD must,9,3,0,0,1,1,0,0,0,0,0,0
MOD lest ~ PRES,10,2,2,0,0,0,0,0,0,0,0,0
MOD should ~ MOD would,9,0,1,2,1,1,0,0,0,0,0,0
MOD shall ~ PAST,7,2,0,5,0,0,0,0,0,0,0,0
MOD might,12,1,0,0,0,0,0,0,0,0,0,0
PAST ~ TO INF,10,3,0,0,0,0,0,0,0,0,0,0
HAB used to ~ PAST,8,3,0,0,0,0,0,1,0,0,0,0
MOD let ~ PAST,11,1,0,0,0,0,0,0,0,0,0,0
MOD may ~ MOD must,9,1,0,1,0,0,0,1,0,0,0,0
FUT ~ MOD should,7,1,1,2,0,1,0,0,0,0,0,0
IMPV ~ MOD can,5,4,3,0,0,0,0,0,0,0,0,0
MOD let ~ MOD should,9,0,1,0,0,1,0,0,0,0,0,0
IMPV ~ MOD should,7,3,0,0,1,0,0,0,0,0,0,0
PAST ~ PAST PERF,7,1,1,0,0,0,1,0,0,0,0,0
IMPV ~ PRES PART,7,2,1,0,0,0,0,0,0,0,0,0
MOD is to,5,0,0,3,1,1,0,0,0,0,0,0
MOD is to ~ MOD let,6,2,1,1,0,0,0,0,0,0,0,0
MOD was to ~ PAST,7,2,0,0,0,0,0,0,0,0,0,0
IMPV ~ TO INF,8,0,0,0,1,0,0,0,0,0,0,0
MOD can ~ MOD could,6,1,0,1,0,0,0,0,0,0,0,0
MOD can ~ MOD should,4,2,0,2,0,0,0,0,0,0,0,0
MOD should ~ MOD was to,6,0,0,0,0,1,0,0,0,0,0,0
MOD can ~ MOD let,7,0,0,0,0,0,0,0,0,0,0,0
IMPV ~ PAST,4,2,0,1,0,0,0,0,0,0,0,0
MOD can ~ TO INF,3,1,2,1,0,0,0,0,0,0,0,0
MOD may ~ PRES PART,6,1,0,0,0,0,0,0,0,0,0,0
MOD might ~ MOD would,4,1,1,1,0,0,0,0,0,0,0,0
MOD lest,5,1,1,0,0,0,0,0,0,0,0,0
MOD could ~ MOD might,7,0,0,0,0,0,0,0,0,0,0,0
PRES PART ~ TO INF,3,2,0,0,0,2,0,0,0,0,0,0
FUT ~ MOD must,3,1,3,0,0,0,0,0,0,0,0,0
MOD could ~ MOD would,2,3,2,0,0,0,0,0,0,0,0,0
PAST PERF,3,2,0,1,1,0,0,0,0,0,0,0
MOD would ~ TO INF,2,1,1,0,1,0,1,0,0,0,0,0
MOD lest ~ MOD might,3,1,1,1,0,0,0,0,0,0,0,0
MOD can ~ PRES PART,4,0,0,2,0,0,0,0,0,0,0,0
MOD could ~ PAST,4,0,0,2,0,0,0,0,0,0,0,0
MOD is to ~ MOD may,6,0,0,0,0,0,0,0,0,0,0,0
FUT ~ PRES PERF,6,0,0,0,0,0,0,0,0,0,0,0
MOD shall ~ MOD would,6,0,0,0,0,0,0,0,0,0,0,0
MOD let ~ PRES PART,2,1,2,1,0,0,0,0,0,0,0,0
FUT going-to ~ MOD shall,6,0,0,0,0,0,0,0,0,0,0,0
FUT ~ FUT going-to,5,0,1,0,0,0,0,0,0,0,0,0
MOD might ~ TO INF,5,0,0,1,0,0,0,0,0,0,0,0
PAST ~ PAST PROG,2,0,4,0,0,0,0,0,0,0,0,0
MOD might ~ PAST,1,2,1,1,0,0,0,0,0,0,0,0
MOD might ~ MOD should,4,1,0,0,0,0,0,0,0,0,0,0
MOD let ~ MOD would,4,0,1,0,0,0,0,0,0,0,0,0
MOD was to,3,1,0,0,0,1,0,0,0,0,0,0
MOD lest ~ TO INF,5,0,0,0,0,0,0,0,0,0,0,0
MOD VB ~ MOD may,2,1,1,1,0,0,0,0,0,0,0,0
MOD is to ~ MOD must,4,0,0,0,0,1,0,0,0,0,0,0
FUT ~ PRES PROG,4,0,0,0,0,0,0,0,0,0,0,0
PAST PERF ~ PRES,3,0,1,0,0,0,0,0,0,0,0,0
MOD can ~ PAST,1,2,1,0,0,0,0,0,0,0,0,0
HAB used to,2,0,2,0,0,0,0,0,0,0,0,0
IMPV ~ MOD is to,3,0,0,0,0,1,0,0,0,0,0,0
MOD VB ~ PRES,2,1,0,1,0,0,0,0,0,0,0,0
PRES PERF ~ TO INF,3,1,0,0,0,0,0,0,0,0,0,0
FUT ~ MOD is to,4,0,0,0,0,0,0,0,0,0,0,0
IMPV ~ MOD lest,3,1,0,0,0,0,0,0,0,0,0,0
?VB ~ PAST,4,0,0,0,0,0,0,0,0,0,0,0
MOD let ~ PRES PERF,3,0,1,0,0,0,0,0,0,0,0,0
MOD should ~ PAST,3,0,0,1,0,0,0,0,0,0,0,0
MOD would ~ PRES PART,2,0,0,0,1,0,0,0,0,0,0,0
FUT PROG ~ PRES,2,0,0,0,1,0,0,0,0,0,0,0
FUT ~ MOD that be,2,0,0,1,0,0,0,0,0,0,0,0
PRES PART ~ PRES PERF,1,2,0,0,0,0,0,0,0,0,0,0
MOD may ~ PRES PERF,3,0,0,0,0,0,0,0,0,0,0,0
MOD may ~ PAST,1,0,0,2,0,0,0,0,0,0,0,0
MOD shall ~ PRES PERF,3,0,0,0,0,0,0,0,0,0,0,0
MOD may ~ MOD might,2,0,1,0,0,0,0,0,0,0,0,0
PAST PROG,2,0,0,1,0,0,0,0,0,0,0,0
MOD lest ~ MOD would,3,0,0,0,0,0,0,0,0,0,0,0
MOD can ~ MOD might,0,0,0,3,0,0,0,0,0,0,0,0
MOD need not ~ MOD shall,2,0,0,1,0,0,0,0,0,0,0,0
MOD could ~ MOD should,3,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ PRES PART,1,0,2,0,0,0,0,0,0,0,0,0
MOD could ~ MOD must,1,0,1,0,1,0,0,0,0,0,0,0
MOD should ~ PRES PERF,2,0,0,0,0,0,0,0,0,0,0,0
MOD let ~ MOD that be,0,0,0,2,0,0,0,0,0,0,0,0
MOD need not ~ PRES,1,0,1,0,0,0,0,0,0,0,0,0
PAST PROG ~ PRES,1,0,1,0,0,0,0,0,0,0,0,0
PRES ~ PRES do,2,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ MOD should,0,0,1,1,0,0,0,0,0,0,0,0
MOD that be,1,0,0,1,0,0,0,0,0,0,0,0
MOD must ~ MOD quest must,2,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ PRES,1,0,0,1,0,0,0,0,0,0,0,0
PRES PROG,1,0,0,1,0,0,0,0,0,0,0,0
MOD lest ~ MOD let,1,1,0,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD should,1,0,1,0,0,0,0,0,0,0,0,0
MOD is to ~ TO INF,2,0,0,0,0,0,0,0,0,0,0,0
MOD can ~ MOD must,1,0,1,0,0,0,0,0,0,0,0,0
MOD could ~ TO INF,0,0,0,1,1,0,0,0,0,0,0,0
MOD lest ~ MOD shall,2,0,0,0,0,0,0,0,0,0,0,0
FUT ~ MOD was to,0,0,1,0,0,0,0,0,0,0,0,0
MOD quest must,1,0,0,0,0,0,0,0,0,0,0,0
PRES PERF ~ PRES PROG,0,0,0,0,1,0,0,0,0,0,0,0
MOD quest must ~ MOD shall,1,0,0,0,0,0,0,0,0,0,0,0
MOD might ~ PRES PERF,0,0,1,0,0,0,0,0,0,0,0,0
PRES PART ~ PRES PROG,1,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ TO INF,1,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ PRES PART,1,0,0,0,0,0,0,0,0,0,0,0
FUT going-to ~ MOD lest,1,0,0,0,0,0,0,0,0,0,0,0
PRES ~ PRES shall,1,0,0,0,0,0,0,0,0,0,0,0
FUT PERF,0,0,1,0,0,0,0,0,0,0,0,0
FUT PERF ~ PRES,1,0,0,0,0,0,0,0,0,0,0,0
FUT PROG ~ MOD shall,1,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ MOD lest,1,0,0,0,0,0,0,0,0,0,0,0
FUT going-to ~ MOD is to,1,0,0,0,0,0,0,0,0,0,0,0
FUT going-to ~ MOD may,0,0,0,1,0,0,0,0,0,0,0,0
PRES ~ PRES can,0,0,0,1,0,0,0,0,0,0,0,0
MOD must ~ PRES shall,0,0,1,0,0,0,0,0,0,0,0,0
FUT ~ FUT PERF,1,0,0,0,0,0,0,0,0,0,0,0
FUT ~ FUT PROG,1,0,0,0,0,0,0,0,0,0,0,0
MOD must ~ PRES PROG,0,0,1,0,0,0,0,0,0,0,0,0
MOD could ~ PAST PERF,1,0,0,0,0,0,0,0,0,0,0,0
FUT ~ MOD,1,0,0,0,0,0,0,0,0,0,0,0
MOD could ~ PRES PERF,0,1,0,0,0,0,0,0,0,0,0,0
HAB used to ~ PRES,0,0,0,1,0,0,0,0,0,0,0,0
FUT ~ PRES shall,1,0,0,0,0,0,0,0,0,0,0,0
MOD may ~ MOD would,1,0,0,0,0,0,0,0,0,0,0,0
MOD would ~ PAST PROG,0,1,0,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD must,0,0,1,0,0,0,0,0,0,0,0,0
MOD would ~ PAST PERF,1,0,0,0,0,0,0,0,0,0,0,0
MOD lest ~ MOD that be,0,0,0,1,0,0,0,0,0,0,0,0
MOD can ~ MOD lest,1,0,0,0,0,0,0,0,0,0,0,0
MOD ~ MOD let,1,0,0,0,0,0,0,0,0,0,0,0
MOD VB ~ TO INF,1,0,0,0,0,0,0,0,0,0,0,0
MOD that be ~ TO INF,0,0,0,1,0,0,0,0,0,0,0,0
MOD VB ~ MOD shall,1,0,0,0,0,0,0,0,0,0,0,0
MOD VB ~ MOD can,0,0,1,0,0,0,0,0,0,0,0,0
JJ ~ PRES,1,0,0,0,0,0,0,0,0,0,0,0
MOD let ~ MOD might,1,0,0,0,0,0,0,0,0,0,0,0
IMPV ~ PRES PERF,1,0,0,0,0,0,0,0,0,0,0,0
MOD ~ PRES,0,0,0,1,0,0,0,0,0,0,0,0
MOD should ~ PRES PART,1,0,0,0,0,0,0,0,0,0,0,0
MOD let ~ MOD that,0,1,0,0,0,0,0,0,0,0,0,0
IMPV ~ MOD need not,1,0,0,0,0,0,0,0,0,0,0,0
MOD could ~ MOD shall,1,0,0,0,0,0,0,0,0,0,0,0
MOD is to ~ MOD should,0,0,0,1,0,0,0,0,0,0,0,0
MOD let ~ VB,0,1,0,0,0,0,0,0,0,0,0,0
MOD is to ~ PRES PROG,1,0,0,0,0,0,0,0,0,0,0,0
IMPV ~ MOD,1,0,0,0,0,0,0,0,0,0,0,0
IMPV not ~ MOD must,1,0,0,0,0,0,0,0,0,0,0,0
PAST PROG ~ PRES PART,0,0,0,0,0,0,0,1,0,0,0,0
HAB used to ~ PRES PERF,0,0,1,0,0,0,0,0,0,0,0,0
HAB used to ~ MOD would,1,0,0,0,0,0,0,0,0,0,0,0
MOD may ~ MOD should,1,0,0,0,0,0,0,0,0,0,0,0
MOD was to ~ PRES,1,0,0,0,0,0,0,0,0,0,0,0
